"","OTU","estimate","statistic","p.value","parameter","conf.low","conf.high","method","alternative"
"60","ASV485",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"61","ASV244",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"62","ASV308",-0.0785394555888908,-0.315131260924735,0.756734711373926,16,-0.526117981664205,0.403111809604014,"Pearson's product-moment correlation","two.sided"
"63","ASV1027",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"64","ASV263",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"65","ASV200",-0.452404309927689,-2.02914438143748,0.0594205092345573,16,-0.758969396127726,0.0183392762365817,"Pearson's product-moment correlation","two.sided"
"66","ASV46",0.405079969011616,1.77223350242866,0.0953942521867609,16,-0.0762012664360105,0.733273556642995,"Pearson's product-moment correlation","two.sided"
"67","ASV191",-0.375905046445005,-1.62262655897959,0.124205151739685,16,-0.716951057810228,0.110327345865387,"Pearson's product-moment correlation","two.sided"
"68","ASV507",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"69","ASV1184",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"70","ASV1387",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"71","ASV1485",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"72","ASV1304",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"73","ASV1316",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"74","ASV398",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"75","ASV907",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"76","ASV1085",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"77","ASV719",-0.192344391256837,-0.784017135823265,0.444482628113193,16,-0.60489499140208,0.301610233112255,"Pearson's product-moment correlation","two.sided"
"78","ASV965",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"79","ASV546",-0.0153144915818204,-0.0612651511184038,0.951906813594345,16,-0.478761479163183,0.454807399411231,"Pearson's product-moment correlation","two.sided"
"80","ASV309",0.262875351414948,1.08983097527022,0.291929882978859,16,-0.232533205012457,0.649974893784543,"Pearson's product-moment correlation","two.sided"
"81","ASV672",0.262875351414948,1.08983097527022,0.291929882978859,16,-0.232533205012457,0.649974893784543,"Pearson's product-moment correlation","two.sided"
"82","ASV1309",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"83","ASV501",0.262875351414948,1.08983097527022,0.291929882978859,16,-0.232533205012457,0.649974893784543,"Pearson's product-moment correlation","two.sided"
"84","ASV547",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"85","ASV195",-0.331439312603482,-1.40518305841375,0.179085552313946,16,-0.691333123497897,0.160223619075188,"Pearson's product-moment correlation","two.sided"
"86","ASV729",0.262875351414948,1.08983097527022,0.291929882978859,16,-0.232533205012457,0.649974893784543,"Pearson's product-moment correlation","two.sided"
"87","ASV1472",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"88","ASV1269",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"89","ASV748",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"90","ASV666",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"91","ASV461",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"92","ASV1744",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"93","ASV1202",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"94","ASV1714",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"95","ASV122",0.262875351414948,1.08983097527022,0.291929882978859,16,-0.232533205012457,0.649974893784543,"Pearson's product-moment correlation","two.sided"
"96","ASV533",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"97","ASV1077",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"98","ASV1660",-0.35672929835805,-1.52740878233458,0.146185149316627,16,-0.706015199529277,0.132149832141371,"Pearson's product-moment correlation","two.sided"
"99","ASV1611",-0.290975335502391,-1.21654036907067,0.241421386478045,16,-0.667206901912512,0.203545987595358,"Pearson's product-moment correlation","two.sided"
"100","ASV450",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"101","ASV735",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"102","ASV1128",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"103","ASV74",-0.534780228331074,-2.53153043998453,0.0222168636334847,16,-0.8015299958411,-0.0905073977438341,"Pearson's product-moment correlation","two.sided"
"104","ASV521",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"105","ASV159",-0.113066195373385,-0.455183666152455,0.65509293852072,16,-0.550858004716715,0.373521015406884,"Pearson's product-moment correlation","two.sided"
"106","ASV627",-0.139235421278462,-0.562420045443006,0.581624857745757,16,-0.569110548320322,0.35041321109191,"Pearson's product-moment correlation","two.sided"
"107","ASV189",0.250824786677744,1.03643126016606,0.315412116393817,16,-0.244700328384602,0.6424610138095,"Pearson's product-moment correlation","two.sided"
"108","ASV686",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"109","ASV8",-0.576037872939431,-2.81879941957368,0.0123526148178282,16,-0.821876671911275,-0.149327044805657,"Pearson's product-moment correlation","two.sided"
"110","ASV890",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"111","ASV498",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"112","ASV108",0.256905966256431,1.06331245380795,0.303425919252103,16,-0.238579772687156,0.646262243061158,"Pearson's product-moment correlation","two.sided"
"113","ASV1743",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"114","ASV1153",-0.192344391256837,-0.784017135823265,0.444482628113193,16,-0.60489499140208,0.301610233112255,"Pearson's product-moment correlation","two.sided"
"115","ASV1104",0.0732004586350378,0.293589462301871,0.772845678056627,16,-0.407599365533519,0.522223490449929,"Pearson's product-moment correlation","two.sided"
"116","ASV1588",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"117","ASV1586",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"118","ASV80",0.605327017907892,3.04193264576148,0.00776865536765756,16,0.19300068951334,0.835950031162861,"Pearson's product-moment correlation","two.sided"
"119","ASV238",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"120","ASV1320",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"121","ASV447",-0.139235421278462,-0.562420045443006,0.581624857745757,16,-0.569110548320322,0.35041321109191,"Pearson's product-moment correlation","two.sided"
"122","ASV1499",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"123","ASV1465",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"124","ASV756",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"125","ASV1609",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"126","ASV1628",-0.0178434898993193,-0.0713853246934514,0.943975779645211,16,-0.480708973496713,0.452798664439224,"Pearson's product-moment correlation","two.sided"
"127","ASV1487",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"128","ASV259",-0.192344391256837,-0.784017135823265,0.444482628113193,16,-0.60489499140208,0.301610233112255,"Pearson's product-moment correlation","two.sided"
"129","ASV1091",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"130","ASV966",0.364035293978001,1.56341463030072,0.137515921165817,16,-0.123890934012435,0.710201517316277,"Pearson's product-moment correlation","two.sided"
"131","ASV1589",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"132","ASV1474",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"133","ASV1025",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"134","ASV1276",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"135","ASV1710",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"136","ASV267",-0.0153144915818204,-0.0612651511184038,0.951906813594345,16,-0.478761479163183,0.454807399411231,"Pearson's product-moment correlation","two.sided"
"137","ASV494",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"138","ASV799",0.262875351414948,1.08983097527022,0.291929882978859,16,-0.232533205012457,0.649974893784543,"Pearson's product-moment correlation","two.sided"
"139","ASV114",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"140","ASV1232",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"141","ASV985",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"142","ASV797",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"143","ASV567",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"144","ASV1088",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"145","ASV895",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"146","ASV687",-0.0153144915818204,-0.0612651511184038,0.951906813594345,16,-0.478761479163183,0.454807399411231,"Pearson's product-moment correlation","two.sided"
"147","ASV1477",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"148","ASV130",-0.344564787588236,-1.46816590044911,0.161443277768199,16,-0.698990383740478,0.145751965763317,"Pearson's product-moment correlation","two.sided"
"149","ASV367",0.262875351414948,1.08983097527022,0.291929882978859,16,-0.232533205012457,0.649974893784543,"Pearson's product-moment correlation","two.sided"
"150","ASV370",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"151","ASV802",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"152","ASV967",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"153","ASV1215",-0.35672929835805,-1.52740878233458,0.146185149316627,16,-0.706015199529277,0.132149832141371,"Pearson's product-moment correlation","two.sided"
"154","ASV1149",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"155","ASV935",0.262875351414948,1.08983097527022,0.291929882978859,16,-0.232533205012457,0.649974893784543,"Pearson's product-moment correlation","two.sided"
"156","ASV1107",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"157","ASV4",0.192904451029903,0.786388102401134,0.443132086147726,16,-0.301081410455361,0.605263681456793,"Pearson's product-moment correlation","two.sided"
"158","ASV973",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"159","ASV1090",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"160","ASV522",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"161","ASV1273",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"162","ASV1590",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"163","ASV659",0.541065194411717,2.57349651863267,0.0204091892939434,16,0.0992719163313158,0.804669900174538,"Pearson's product-moment correlation","two.sided"
"164","ASV1534",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"165","ASV243",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"166","ASV1063",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"167","ASV843",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"168","ASV1537",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"169","ASV679",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"170","ASV1501",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"171","ASV1547",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"172","ASV1432",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"173","ASV350",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"174","ASV976",0.364035293978001,1.56341463030072,0.137515921165817,16,-0.123890934012435,0.710201517316277,"Pearson's product-moment correlation","two.sided"
"175","ASV700",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"176","ASV737",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"177","ASV1524",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"178","ASV934",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"179","ASV3",-0.26946729432753,-1.11927154478201,0.2795464488857,16,-0.654053386644162,0.225811236413505,"Pearson's product-moment correlation","two.sided"
"180","ASV230",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"181","ASV1591",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"182","ASV1297",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"183","ASV1522",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"184","ASV1303",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"185","ASV1258",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"186","ASV1144",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"187","ASV1100",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"188","ASV714",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"189","ASV393",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"190","ASV491",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"191","ASV1073",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"192","ASV1531",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"193","ASV1654",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"194","ASV891",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"195","ASV509",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"196","ASV933",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"197","ASV1492",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"198","ASV914",-0.0785394555888908,-0.315131260924735,0.756734711373926,16,-0.526117981664205,0.403111809604014,"Pearson's product-moment correlation","two.sided"
"199","ASV39",-0.366222472463944,-1.57425779137739,0.134991751275785,16,-0.711450021824592,0.121405269290478,"Pearson's product-moment correlation","two.sided"
"200","ASV264",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"201","ASV1521",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"202","ASV1147",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"203","ASV624",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"204","ASV906",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"205","ASV721",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"206","ASV1089",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"207","ASV860",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"208","ASV1290",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"209","ASV275",0.149070415747002,0.603019450800934,0.554947931113314,16,-0.341571870022256,0.57586246795264,"Pearson's product-moment correlation","two.sided"
"210","ASV841",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"211","ASV352",0.262875351414948,1.08983097527022,0.291929882978859,16,-0.232533205012457,0.649974893784543,"Pearson's product-moment correlation","two.sided"
"212","ASV989",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"213","ASV743",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"214","ASV197",0.149070415747002,0.603019450800934,0.554947931113314,16,-0.341571870022256,0.57586246795264,"Pearson's product-moment correlation","two.sided"
"215","ASV902",0.262875351414948,1.08983097527022,0.291929882978859,16,-0.232533205012457,0.649974893784543,"Pearson's product-moment correlation","two.sided"
"216","ASV407",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"217","ASV1213",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"218","ASV126",0.682111000893296,3.73121238313376,0.00181847652751433,16,0.315814254677511,0.871458749682786,"Pearson's product-moment correlation","two.sided"
"219","ASV1535",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"220","ASV497",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"221","ASV260",0.541065194411718,2.57349651863267,0.0204091892939434,16,0.0992719163313159,0.804669900174538,"Pearson's product-moment correlation","two.sided"
"222","ASV1330",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"223","ASV1742",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"224","ASV833",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"225","ASV187",-0.206104697358831,-0.842507470974919,0.411921432002578,16,-0.613902542065494,0.288528805311656,"Pearson's product-moment correlation","two.sided"
"226","ASV506",0.149070415747002,0.603019450800934,0.554947931113314,16,-0.341571870022256,0.57586246795264,"Pearson's product-moment correlation","two.sided"
"227","ASV962",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"228","ASV493",-0.0178434898993193,-0.0713853246934514,0.943975779645211,16,-0.480708973496713,0.452798664439224,"Pearson's product-moment correlation","two.sided"
"229","ASV1633",0.0732004586350377,0.293589462301871,0.772845678056627,16,-0.407599365533519,0.522223490449929,"Pearson's product-moment correlation","two.sided"
"230","ASV1067",-0.331439312603482,-1.40518305841376,0.179085552313945,16,-0.691333123497897,0.160223619075188,"Pearson's product-moment correlation","two.sided"
"231","ASV1475",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"232","ASV1094",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"233","ASV504",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"234","ASV378",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"235","ASV1494",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"236","ASV1155",-0.189859519257585,-0.773507193260022,0.450500193230826,16,-0.603257052063907,0.30395285249219,"Pearson's product-moment correlation","two.sided"
"237","ASV406",-0.367884817827342,-1.58251917644969,0.133095011374693,16,-0.712397481024662,0.119511962714113,"Pearson's product-moment correlation","two.sided"
"238","ASV51",-0.245135523654634,-1.01140113517374,0.32687599578986,16,-0.638887228463907,0.250390896740907,"Pearson's product-moment correlation","two.sided"
"239","ASV217",0.262875351414948,1.08983097527022,0.291929882978859,16,-0.232533205012457,0.649974893784543,"Pearson's product-moment correlation","two.sided"
"240","ASV1486",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"241","ASV272",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"242","ASV1675",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"243","ASV1323",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"244","ASV1196",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"245","ASV1764",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"246","ASV1490",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"247","ASV97",0.169976955724054,0.689947919174436,0.500112852308641,16,-0.322484576046954,0.590024374339589,"Pearson's product-moment correlation","two.sided"
"248","ASV492",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"249","ASV1397",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"250","ASV830",0.0823729451182454,0.330615352180106,0.745224944394186,16,-0.399875318799944,0.528902760460015,"Pearson's product-moment correlation","two.sided"
"251","ASV1775",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"252","ASV103",0.0982021093937402,0.394716302195313,0.698264169781152,16,-0.386382693507774,0.540300679544408,"Pearson's product-moment correlation","two.sided"
"253","ASV1532",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"254","ASV1526",-0.290975335502391,-1.21654036907067,0.241421386478045,16,-0.667206901912512,0.203545987595358,"Pearson's product-moment correlation","two.sided"
"255","ASV1074",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"256","ASV1418",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"257","ASV1186",0.149070415747002,0.603019450800934,0.554947931113314,16,-0.341571870022256,0.57586246795264,"Pearson's product-moment correlation","two.sided"
