"","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif"
"40","gen:treatment","1:CTRL","4:AB",0,0.445949275362322,0.277297283569307,0.614601267155336,0,"****"
"41","gen:treatment","2:CTRL","3:CTRL",0,-0.182249999999999,-0.344507745130014,-0.0199922548699838,0.0122,"*"
"42","gen:treatment","2:CTRL","4:CTRL",0,-0.014399999999998,-0.176657745130013,0.147857745130017,1,"ns"
"43","gen:treatment","2:CTRL","0:REC",0,NA,NA,NA,NA,"?"
"44","gen:treatment","2:CTRL","1:REC",0,-0.258083333333334,-0.412790023130149,-0.103376643536518,2.5e-06,"****"
"45","gen:treatment","2:CTRL","2:REC",0,-0.179999999999999,-0.31837386998386,-0.0416261300161377,0.00111,"**"
"46","gen:treatment","2:CTRL","3:REC",0,-0.138466666666665,-0.267903569857067,-0.009029763476262,0.0231,"*"
"47","gen:treatment","2:CTRL","4:REC",0,-0.0150383720930214,-0.138758742881619,0.108681998695576,1,"ns"
"48","gen:treatment","2:CTRL","0:AB",0,-0.176249999999998,-0.332629243159387,-0.01987075684061,0.0116,"*"
"49","gen:treatment","2:CTRL","1:AB",0,-0.269113636363638,-0.42729731512197,-0.110929957605305,1.35e-06,"****"
"50","gen:treatment","2:CTRL","2:AB",0,-0.161124999999998,-0.334092337479824,0.0118423374798289,0.0989,"ns"
"51","gen:treatment","2:CTRL","3:AB",0,0.0426071428571451,-0.137620696575112,0.222834982289403,1,"ns"
"52","gen:treatment","2:CTRL","4:AB",0,0.144916666666668,-0.0221856568136955,0.312018990147032,0.174,"ns"
"53","gen:treatment","3:CTRL","4:CTRL",0,0.167850000000001,-0.00162268759733955,0.337322687597341,0.0553,"ns"
"54","gen:treatment","3:CTRL","0:REC",0,NA,NA,NA,NA,"?"
"55","gen:treatment","3:CTRL","1:REC",0,-0.075833333333335,-0.23809107846335,0.0864244117966802,0.959,"ns"
"56","gen:treatment","3:CTRL","2:REC",0,0.00225000000000009,-0.144517652706921,0.149017652706921,1,"ns"
"57","gen:treatment","3:CTRL","3:REC",0,0.0437833333333342,-0.094590536650527,0.182157203317195,0.999,"ns"
"58","gen:treatment","3:CTRL","4:REC",0,0.167211627906978,0.034169731743187,0.300253524070768,0.00208,"**"
"59","gen:treatment","3:CTRL","0:AB",0,0.00600000000000067,-0.157853238228275,0.169853238228276,1,"ns"
"60","gen:treatment","3:CTRL","1:AB",0,-0.0868636363636388,-0.252439879261913,0.0787126065346352,0.901,"ns"
"61","gen:treatment","3:CTRL","2:AB",0,0.0211250000000014,-0.158627929938982,0.200877929938985,1,"ns"
"62","gen:treatment","3:CTRL","3:AB",0,0.224857142857144,0.038107336717463,0.411606948996825,0.00429,"**"
"63","gen:treatment","3:CTRL","4:AB",0,0.327166666666667,0.153050031909029,0.501283301424306,4.22e-08,"****"
"64","gen:treatment","4:CTRL","0:REC",0,NA,NA,NA,NA,"?"
"65","gen:treatment","4:CTRL","1:REC",0,-0.243683333333336,-0.405941078463351,-0.0814255882033208,4.68e-05,"****"
"66","gen:treatment","4:CTRL","2:REC",0,-0.165600000000001,-0.312367652706922,-0.01883234729308,0.0114,"*"
"67","gen:treatment","4:CTRL","3:REC",0,-0.124066666666667,-0.262440536650528,0.0143072033171944,0.136,"ns"
"68","gen:treatment","4:CTRL","4:REC",0,-0.00063837209302342,-0.133680268256814,0.132403524070767,1,"ns"
"69","gen:treatment","4:CTRL","0:AB",0,-0.16185,-0.325703238228275,0.00200323822827492,0.0568,"ns"
"70","gen:treatment","4:CTRL","1:AB",0,-0.25471363636364,-0.420289879261914,-0.0891373934653658,2.52e-05,"****"
"71","gen:treatment","4:CTRL","2:AB",0,-0.146725,-0.326477929938983,0.0330279299389836,0.259,"ns"
"72","gen:treatment","4:CTRL","3:AB",0,0.057007142857143,-0.129742663282538,0.243756948996824,0.999,"ns"
"73","gen:treatment","4:CTRL","4:AB",0,0.159316666666666,-0.0147999680909724,0.333433301424305,0.115,"ns"
"74","gen:treatment","0:REC","1:REC",0,NA,NA,NA,NA,"?"
"75","gen:treatment","0:REC","2:REC",0,NA,NA,NA,NA,"?"
"76","gen:treatment","0:REC","3:REC",0,NA,NA,NA,NA,"?"
"77","gen:treatment","0:REC","4:REC",0,NA,NA,NA,NA,"?"
"78","gen:treatment","0:REC","0:AB",0,NA,NA,NA,NA,"?"
"79","gen:treatment","0:REC","1:AB",0,NA,NA,NA,NA,"?"
"80","gen:treatment","0:REC","2:AB",0,NA,NA,NA,NA,"?"
"81","gen:treatment","0:REC","3:AB",0,NA,NA,NA,NA,"?"
"82","gen:treatment","0:REC","4:AB",0,NA,NA,NA,NA,"?"
"83","gen:treatment","1:REC","2:REC",0,0.0780833333333351,-0.0602905366505261,0.216457203317196,0.839,"ns"
"84","gen:treatment","1:REC","3:REC",0,0.119616666666669,-0.00982023652373359,0.249053569857072,0.106,"ns"
"85","gen:treatment","1:REC","4:REC",0,0.243044961240312,0.119324590451715,0.36676533202891,7.22e-09,"****"
"86","gen:treatment","1:REC","0:AB",0,0.0818333333333356,-0.0745459098260526,0.238212576492724,0.903,"ns"
"87","gen:treatment","1:REC","1:AB",0,-0.0110303030303038,-0.169213981788637,0.147153375728029,1,"ns"
"88","gen:treatment","1:REC","2:AB",0,0.0969583333333364,-0.0760090041464901,0.269925670813163,0.845,"ns"
"89","gen:treatment","1:REC","3:AB",0,0.300690476190479,0.120462636758221,0.480918315622736,2.49e-06,"****"
"90","gen:treatment","1:REC","4:AB",0,0.403000000000002,0.235897676519638,0.570102323480366,0,"****"
"91","gen:treatment","2:REC","3:REC",0,0.0415333333333341,-0.0678608161169179,0.150927482783586,0.994,"ns"
"92","gen:treatment","2:REC","4:REC",0,0.164961627906977,0.0623950730536025,0.267528182760352,7.4e-06,"****"
"93","gen:treatment","2:REC","0:AB",0,0.00375000000000059,-0.13649134810221,0.143991348102211,1,"ns"
"94","gen:treatment","2:REC","1:AB",0,-0.0891136363636389,-0.2313642752091,0.0531370024818222,0.709,"ns"
"95","gen:treatment","2:REC","2:AB",0,0.0188750000000013,-0.139652183351254,0.177402183351257,1,"ns"
"96","gen:treatment","2:REC","3:AB",0,0.222607142857144,0.0561882673266261,0.389026018387662,0.00064,"***"
"97","gen:treatment","2:REC","4:AB",0,0.324916666666667,0.172810274496718,0.477023058836617,1.55e-10,"****"
"98","gen:treatment","3:REC","4:REC",0,0.123428294573643,0.0332812913638774,0.213575297783409,0.000396,"***"
"99","gen:treatment","3:REC","0:AB",0,-0.0377833333333335,-0.169214759296596,0.0936480926299294,1,"ns"
"100","gen:treatment","3:REC","1:AB",0,-0.130646969696973,-0.264220276405885,0.00292633701193862,0.0627,"ns"
"101","gen:treatment","3:REC","2:AB",0,-0.0226583333333328,-0.173447762254904,0.128131095588239,1,"ns"
"102","gen:treatment","3:REC","3:AB",0,0.18107380952381,0.0220083319805881,0.340139287067032,0.0101,"*"
"103","gen:treatment","3:REC","4:AB",0,0.283383333333333,0.139359243153358,0.427407423513309,6.76e-09,"****"
"104","gen:treatment","4:REC","0:AB",0,-0.161211627906977,-0.287017184108931,-0.0354060717050231,0.00146,"**"
"105","gen:treatment","4:REC","1:AB",0,-0.254075264270616,-0.382116845429626,-0.126033683111607,4.74e-09,"****"
"106","gen:treatment","4:REC","2:AB",0,-0.146086627906976,-0.291998485255994,-0.00017477055795867,0.0494,"*"
"107","gen:treatment","4:REC","3:AB",0,0.0576455149501665,-0.0968039731894822,0.212095003089815,0.995,"ns"
"108","gen:treatment","4:REC","4:AB",0,0.15995503875969,0.0210458713418551,0.298864206177524,0.00854,"**"
"109","gen:treatment","0:AB","1:AB",0,-0.0928636363636395,-0.252683485095686,0.0669562123684075,0.807,"ns"
"110","gen:treatment","0:AB","2:AB",0,0.0151250000000007,-0.159339918129906,0.189589918129908,1,"ns"
"111","gen:treatment","0:AB","3:AB",0,0.218857142857143,0.037191565684046,0.400522720030241,0.00426,"**"
"112","gen:treatment","0:AB","4:AB",0,0.321166666666667,0.152514674873652,0.489818658459681,2.52e-08,"****"
"113","gen:treatment","1:AB","2:AB",0,0.10798863636364,-0.0680954804456037,0.284072753172884,0.739,"ns"
"114","gen:treatment","1:AB","3:AB",0,0.311720779220783,0.128499627428609,0.494941931012957,1.35e-06,"****"
"115","gen:treatment","1:AB","4:AB",0,0.414030303030306,0.243703843341368,0.584356762719244,0,"****"
"116","gen:treatment","2:AB","3:AB",0,0.203732142857143,0.00760561718202732,0.399858668532258,0.0329,"*"
"117","gen:treatment","2:AB","4:AB",0,0.306041666666666,0.121903874566543,0.490179458766789,2.8e-06,"****"
"118","gen:treatment","3:AB","4:AB",0,0.102309523809523,-0.0886645601680354,0.293283607787082,0.885,"ns"
